CHAR ID;CHAR NAMES;KEYS;Turkish;English;Spanish;Portuguese;German;French;Italian;Polish;Russian;ChineseSimplified;ChineseTraditional;Japanese;Korean;Indian;Arabic;Bengali;Indonesian;Thai;Vietnamese
1;ArasSelin;key_10;*Hızla yataktan fırlar, kıyafetlerini alelacele giyer.*;*He jumps out of bed quickly and hurriedly puts on his clothes.*;*Se levanta rápidamente de la cama y se pone la ropa apresuradamente.*;*Ele pula rapidamente da cama e veste as roupas apressadamente.*;*Er springt schnell aus dem Bett und zieht hastig seine Kleidung an.*;*Il saute rapidement du lit et enfile précipitamment ses vêtements.*;*Salta rapidamente dal letto e si veste in fretta.*;;*Он быстро вскочил с кровати и поспешно надел свою одежду.*;*他迅速跳下床，匆忙穿上衣服。*;;*彼は急いでベッドから飛び起き、慌てて服を着る。*;*그는 급히 침대에서 뛰어나와 서둘러 옷을 입는다.*;*वह तेजी से बिस्तर से कूदता है और जल्दी से अपने कपड़े पहनता है।*;*يقفز بسرعة من السرير ويرتدي ملابسه على عجل.*;*সে দ্রুত বিছানা থেকে লাফিয়ে উঠে, তাড়াহুড়ো করে জামাকাপড় পরে।*;*Dia melompat dari tempat tidur dengan cepat dan buru-buru mengenakan pakaiannya.*;*เขากระโดดออกจากเตียงอย่างรวดเร็ว และรีบสวมเสื้อผ้า*;*Anh ấy nhảy ra khỏi giường nhanh chóng và vội vàng mặc quần áo.*
1;ArasSelin;key_11;*Aras kıyafetlerini giyer*;*Aras puts on his clothes*;*Aras se pone la ropa*;*Aras veste suas roupas*;*Aras zieht seine Kleidung an*;*Aras enfile ses vêtements*;*Aras si veste*;;*Арас надевает свою одежду*;*阿拉斯穿上衣服*;;*アラスが服を着る*;*아라스는 옷을 입는다*;*अरास अपने कपड़े पहनता है*;*أراس يرتدي ملابسه*;*আরাস তার জামা-কাপড় পরে*;*Aras memakai pakaiannya*;*อาราสสวมเสื้อผ้า*;*Aras mặc quần áo*
1;ArasSelin;key_12;*Aras içini çekerek mutfağa yönelir.*;*Aras sighs and heads to the kitchen.*;*Aras suspira y se dirige a la cocina.*;*Aras suspira e vai para a cozinha.*;*Aras seufzt und geht in die Küche.*;*Aras soupire et se dirige vers la cuisine.*;*Aras sospira e si dirige verso la cucina.*;;*Арас вздыхает и направляется на кухню.*;*阿拉斯叹了口气，走向厨房。*;;*アラスはため息をついてキッチンに向かう。*;*아라스는 한숨을 쉬고 부엌으로 향한다.*;*अरास आह भरते हुए रसोई की ओर जाता है।*;*أراس يتنهد ويتجه إلى المطبخ.*;*আরাস নিঃশ্বাস ফেলে রান্নাঘরের দিকে এগিয়ে যায়।*;*Aras menghela nafas dan menuju ke dapur.*;*อาราสถอนหายใจและมุ่งหน้าไปยังห้องครัว*;*Aras thở dài và đi đến bếp.*
1;ArasSelin;key_13;*Kız kardeşi ile karşılaşır*;*He encounters his sister*;*Se encuentra con su hermana*;*Ele encontra sua irmã*;*Er begegnet seiner Schwester*;*Il rencontre sa sœur*;*Incontra sua sorella*;;*Он встречается с сестрой*;*他遇到了他的妹妹*;;*彼は妹と出会う*;*그는 여동생을 만난다*;*वह अपनी बहन से मिलता है*;*يلتقي بأخته*;*সে তার বোনের সাথে দেখা করে*;*Dia bertemu saudarinya*;*เขาได้พบกับน้องสาวของเขา*;*Anh ấy gặp em gái mình*
100;DenizSelin;key_14;Elena ile iddiaya girmiştik ve ben kazandım. Gerçekten ilk günden geç kaldığına inanamıyorum.;We made a bet with Elena, and I won. I can't believe you're late on the first day.;Hicimos una apuesta con Elena, y yo gané. No puedo creer que llegues tarde el primer día.;Fizemos uma aposta com a Elena, e eu ganhei. Não acredito que você está atrasado no primeiro dia.;Wir haben mit Elena gewettet, und ich habe gewonnen. Ich kann nicht glauben, dass du am ersten Tag zu spät kommst.;Nous avons fait un pari avec Elena, et j'ai gagné. Je n'arrive pas à croire que tu es en retard le premier jour.;Abbiamo fatto una scommessa con Elena, e ho vinto. Non posso credere che tu sia in ritardo il primo giorno.;;Мы поспорили с Еленой, и я выиграла. Не могу поверить, что ты опаздываешь в первый день.;我们和埃琳娜打赌了，我赢了。我真不敢相信你第一天就迟到了。;;エレナと賭けをして、私が勝ったわ。初日から遅刻するなんて信じられない。;엘레나와 내기했는데, 내가 이겼어. 첫날부터 늦다니 믿을 수 없어.;हमने एलेना के साथ शर्त लगाई थी, और मैंने जीत लिया। मुझे विश्वास नहीं हो रहा है कि तुम पहले दिन ही देर से आ रहे हो।;لقد راهنت مع إيلينا وفزت. لا أستطيع أن أصدق أنك تأخرت في اليوم الأول.;এলেনার সাথে বাজি ধরেছিলাম এবং আমি জিতেছি। আমি বিশ্বাস করতে পারছি না যে তুমি প্রথম দিনেই দেরি করছ।;Kami bertaruh dengan Elena, dan saya menang. Saya tidak percaya kamu terlambat pada hari pertama.;เราพนันกับเอเลนา และฉันชนะ ไม่อยากเชื่อเลยว่าเจ้ามาสายวันแรก;Chúng tôi đã cá cược với Elena, và tôi đã thắng. Tôi không thể tin rằng bạn đến muộn vào ngày đầu tiên.
1;ArasSelin;key_15;NEDEN BENİ UYANDIRMADIN?;WHY DIDN'T YOU WAKE ME UP?;¿POR QUÉ NO ME DESPERTASTE?;POR QUE VOCÊ NÃO ME ACORDOU?;WARUM HAST DU MICH NICHT GEWECKT?;POURQUOI NE M'AS-TU PAS RÉVEILLÉ?;PERCHÉ NON MI HAI SVEGLIATO?;;ПОЧЕМУ ТЫ МЕНЯ НЕ РАЗБУДИЛА?;你为什么没叫醒我？;;なぜ起こしてくれなかったの？;왜 날 깨우지 않았어?;तुमने मुझे जगाया क्यों नहीं?;لماذا لم توقظني؟;তুমি আমাকে জাগাওনি কেন?;KENAPA KAMU TIDAK MEMBANGUNKANKU?;ทำไมเจ้าไม่ปลุกข้า?;TẠI SAO BẠN KHÔNG ĐÁNH THỨC TÔI?
100;DenizSelin;key_16;Ne yani bugünün harçlığını kayıp mı etseydim? Ayrıca kendi hatası, hala sana güveniyor. Uzun zamandır bizim eve gelip gidiyor. Artık seni tanımış olmalıydı.;What, should I have lost today's allowance? Besides, it's her own fault, she still trusts you. She's been coming and going to our house for a long time. She should know you by now.;¿Qué, debería haber perdido la mesada de hoy? Además, es su propia culpa, todavía confía en ti. Ha estado viniendo y yendo a nuestra casa durante mucho tiempo. Debería conocerte ya.;O quê, eu deveria ter perdido a mesada de hoje? Além disso, é culpa dela, ela ainda confia em você. Ela tem vindo à nossa casa há muito tempo. Ela já deveria te conhecer.;Was, sollte ich mein heutiges Taschengeld verlieren? Außerdem ist es ihre eigene Schuld, sie vertraut dir immer noch. Sie kommt schon lange zu uns nach Hause. Sie sollte dich inzwischen kennen.;Quoi, j'aurais dû perdre mon argent de poche d'aujourd'hui ? En plus, c'est de sa faute, elle te fait toujours confiance. Elle vient chez nous depuis longtemps. Elle devrait te connaître maintenant.;Cosa, avrei dovuto perdere la paghetta di oggi? Inoltre, è colpa sua, si fida ancora di te. Viene a casa nostra da molto tempo. Ormai dovrebbe conoscerti.;;Что, мне нужно было потерять сегодняшние карманные деньги? К тому же, это её собственная вина, она всё ещё тебе доверяет. Она давно приходит к нам домой. Ей уже пора тебя знать.;什么，我应该失去今天的零花钱吗？再说了，这是她自己的错，她还信任你。她来我们家已经很久了。她现在应该了解你了。;;何、今日のお小遣いを失うべきだったの？それに、彼女自身の責任よ、まだあなたを信じてるなんて。彼女は長い間私たちの家に来てるわ。もうあなたのことを知っているはずよ。;뭐, 내가 오늘 용돈을 잃어야 했어? 게다가 그건 그녀의 잘못이야, 아직도 너를 믿고 있어. 그녀는 오랫동안 우리 집에 드나들고 있어. 이제는 너를 알아야지.;क्या, मुझे आज का भत्ता खोना चाहिए था? वैसे भी, यह उसकी अपनी गलती है, वह अभी भी तुम पर भरोसा करती है। वह लंबे समय से हमारे घर आ रही है। उसे अब तक तुम्हें जान लेना चाहिए था।;ماذا، هل كان يجب أن أفقد مصروف اليوم؟ بالإضافة، هذا خطؤها، ما زالت تثق بك. لقد كانت تأتي إلى منزلنا منذ فترة طويلة. كان ينبغي أن تعرفك الآن.;কি, আমার আজকের খরচের টাকা হারানো উচিত ছিল? তাছাড়া, এটা তার নিজের দোষ, সে এখনো তোমার উপর বিশ্বাস করে। সে দীর্ঘদিন ধরে আমাদের বাড়িতে আসছে। এখন তার তোমাকে চেনা উচিত।;Apa, saya harus kehilangan uang saku hari ini? Selain itu, itu kesalahannya sendiri, dia masih percaya padamu. Dia sudah lama datang ke rumah kita. Dia seharusnya sudah mengenalmu sekarang.;อะไรนะ ข้าควรจะเสียเบี้ยเลี้ยงวันนี้หรือ? นอกจากนี้ มันเป็นความผิดของนางเอง นางยังคงไว้ใจเจ้า นางมาบ้านเรามานานแล้ว ตอนนี้นางควรรู้จักเจ้าแล้ว;Gì, tôi nên mất tiền tiêu hôm nay à? Hơn nữa, đó là lỗi của cô ấy, cô ấy vẫn tin bạn. Cô ấy đã đến nhà chúng ta từ lâu rồi. Đáng lẽ cô ấy phải biết bạn rồi chứ.
1;ArasSelin;key_17;Harikasın gerçekten. Kahvaltı yapacak vaktim bile yok şimdi.;You're amazing, really. I don't even have time to have breakfast now.;Eres increíble, en serio. Ahora ni siquiera tengo tiempo para desayunar.;Você é incrível, realmente. Eu nem tenho tempo para tomar café da manhã agora.;Du bist wirklich toll. Ich habe jetzt nicht einmal Zeit zum Frühstücken.;Tu es incroyable, vraiment. Je n'ai même pas le temps de prendre le petit-déjeuner maintenant.;Sei fantastica, davvero. Ora non ho nemmeno tempo per fare colazione ora.;;Ты просто замечательна, правда. У меня теперь даже нет времени позавтракать.;你真棒，真的。我现在连吃早餐的时间都没有了。;;本当にすごいよ。今は朝食をとる時間もない。;정말 대단해. 이제 아침 먹을 시간도 없어.;तुम अद्भुत हो, सच में। अब मेरे पास नाश्ता करने का समय भी नहीं है।;أنت رائعة، حقًا. ليس لدي حتى وقت لتناول الإفطار الآن.;তুমি সত্যিই আশ্চর্যজনক। এখন আমার নাস্তা করার সময়ও নেই।;Kamu luar biasa, sungguh. Sekarang aku bahkan tidak punya waktu untuk sarapan.;เจ้านี่สุดยอดจริงๆ ตอนนี้ข้าไม่มีเวลาแม้แต่จะกินอาหารเช้า;Bạn thật tuyệt vời, thật đấy. Bây giờ tôi thậm chí không có thời gian ăn sáng.
100;DenizSelin;key_18;Mutfakta bir sandviç hazırladım, alırsın diye düşündüm. Ama acele etsen iyi olur.;I prepared a sandwich in the kitchen, thought you might take it. But you'd better hurry.;Preparé un sándwich en la cocina, pensé que podrías llevarlo. Pero será mejor que te des prisa.;Preparei um sanduíche na cozinha, achei que você poderia levar. Mas é melhor você se apressar.;Ich habe in der Küche ein Sandwich vorbereitet, dachte, du könntest es mitnehmen. Aber du solltest dich beeilen.;J'ai préparé un sandwich dans la cuisine, j'ai pensé que tu pourrais le prendre. Mais tu ferais mieux de te dépêcher.;Ho preparato un panino in cucina, ho pensato che potresti prenderlo. Ma faresti meglio a sbrigarti.;;Я приготовила бутерброд на кухне, подумала, что ты можешь взять его. Но тебе лучше поторопиться.;我在厨房准备了一个三明治，想着你可能会带上。可是你最好快点。;;キッチンにサンドイッチを用意したわ、持っていくかと思って。だけど急いだほうがいいわよ。;부엌에 샌드위치를 준비했어, 가져갈 줄 알고. 하지만 서두르는 게 좋을 거야.;मैंने रसोई में एक सैंडविच तैयार किया है, सोचा कि तुम ले सकते हो। लेकिन तुम्हें जल्दी करना चाहिए।;لقد حضّرت شطيرة في المطبخ، فكرت أنك قد تأخذها. لكن من الأفضل أن تسرع.;আমি রান্নাঘরে একটি স্যান্ডউইচ তৈরি করেছি, ভাবলাম তুমি নিতে পারো। কিন্তু তাড়াহুড়ো করা ভালো হবে।;Aku sudah siapkan sandwich di dapur, pikir kamu mungkin mau ambil. Tapi lebih baik kamu buru-buru.;ฉันเตรียมแซนด์วิชไว้ในครัว คิดว่าเจ้าจะเอาไป แต่เจ้าควรรีบหน่อย;Tôi đã chuẩn bị một chiếc bánh mì trong bếp, nghĩ rằng bạn có thể mang theo. Nhưng bạn nên nhanh lên.
1;ArasSelin;key_19;*Aras mutfağa koşar, sandviçi kapar ve kapıya yönelir.*;*Aras runs to the kitchen, grabs the sandwich, and heads to the door.*;*Aras corre a la cocina, agarra el sándwich y se dirige a la puerta.*;*Aras corre para a cozinha, pega o sanduíche e vai em direção à porta.*;*Aras rennt in die Küche, schnappt sich das Sandwich und geht zur Tür.*;*Aras court à la cuisine, attrape le sandwich et se dirige vers la porte.*;*Aras corre in cucina, afferra il panino e si dirige verso la porta.*;;*Арас бежит на кухню, хватает бутерброд и направляется к двери.*;*阿拉斯跑到厨房，抓起三明治，朝门口走去。*;;*アラスはキッチンへ走り、サンドイッチをつかんでドアに向かう。*;*아라스는 부엌으로 달려가 샌드위치를 집어들고 문으로 향한다.*;*अरास रसोई की ओर दौड़ता है, सैंडविच पकड़ता है और दरवाजे की ओर जाता है।*;*أراس يركض إلى المطبخ، يلتقط الشطيرة ويتجه إلى الباب.*;*আরাস রান্নাঘরের দিকে দৌড়ায়, স্যান্ডউইচ ধরে এবং দরজার দিকে যায়।*;*Aras berlari ke dapur, mengambil sandwich, dan menuju pintu.*;*อาราสวิ่งไปที่ครัว คว้าแซนด์วิชและวิ่งไปที่ประตู*;*Aras chạy đến bếp, lấy bánh mì và đi đến cửa.*
1;ArasSelin;key_20;Teşekkürler Deniz! Akşam görüşürüz!;Thanks, Deniz! See you this evening!;¡Gracias, Deniz! ¡Nos vemos esta noche!;Obrigado, Deniz! Vejo você esta noite!;Danke, Deniz! Bis heute Abend!;Merci, Deniz! À ce soir!;Grazie, Deniz! Ci vediamo stasera!;;Спасибо, Дениз! Увидимся вечером!;谢谢，德尼兹！晚上见！;;ありがとう、デニズ！また今晩！;고마워, 데니즈! 저녁에 보자!;धन्यवाद, डेनिज़! शाम को मिलते हैं!;شكرًا، دينيز! أراك في المساء!;ধন্যবাদ, ডেনিজ! সন্ধ্যায় দেখা হবে!;Terima kasih, Deniz! Sampai jumpa malam ini!;ขอบคุณ, เดนิซ! เจอกันเย็นนี้!;Cảm ơn, Deniz! Hẹn gặp lại tối nay!
100;DenizSelin;key_21;*Deniz gülümseyerek el sallar.*;*Deniz smiles and waves.*;*Deniz sonríe y saluda con la mano.*;*Deniz sorri e acena.*;*Deniz lächelt und winkt.*;*Deniz sourit et fait signe de la main.*;*Deniz sorride e saluta con la mano.*;;*Дениз улыбается и машет рукой.*;*德尼兹微笑着挥手。*;;*デニズは微笑んで手を振る。*;*데니즈는 미소 지으며 손을 흔든다.*;*डेनिज़ मुस्कुराती है और हाथ हिलाती है।*;*دينيز تبتسم وتلوح بيدها.*;*ডেনিজ হাসে এবং হাত নাড়ায়।*;*Deniz tersenyum dan melambaikan tangan.*;*เดนิซยิ้มและโบกมือ*;*Deniz mỉm cười và vẫy tay.*
